case_id,crime_head,unit_id,district_id,reg_date,reg_datetime,day_of_week,hour_of_day,time_band,month_num,year_num,year_month,is_chargesheeted,victim_age,victim_age_band,victim_gender,narrative
1048,12,4430006,29,2025-06-03,2025-06-03 14:28:00,2,14,3,6,2025,202506,false,34,2,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1049,78,4430007,29,2025-06-08,2025-06-08 06:32:00,7,6,1,6,2025,202506,false,48,3,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1050,78,4430011,31,2024-09-10,2024-09-10 22:57:00,2,22,5,9,2024,202409,false,26,1,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1051,91,4430007,29,2025-03-02,2025-03-02 03:20:00,7,3,0,3,2025,202503,true,18,1,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1052,78,4430006,29,2024-03-15,2024-03-15 06:57:00,5,6,1,3,2024,202403,true,63,4,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1053,78,4430006,29,2025-01-09,2025-01-09 04:29:00,4,4,1,1,2025,202501,false,28,1,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1054,45,4430011,31,2025-02-11,2025-02-11 15:53:00,2,15,3,2,2025,202502,true,28,1,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1055,78,4430007,29,2025-06-11,2025-06-11 12:12:00,3,12,3,6,2025,202506,true,36,2,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1056,78,4430011,31,2025-01-09,2025-01-09 00:29:00,4,0,0,1,2025,202501,false,42,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1057,78,4430011,31,2024-12-05,2024-12-05 16:04:00,4,16,4,12,2024,202412,false,21,1,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1058,78,4430007,29,2024-04-17,2024-04-17 02:02:00,3,2,0,4,2024,202404,false,71,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1059,78,4430007,29,2024-05-12,2024-05-12 13:09:00,7,13,3,5,2024,202405,false,48,3,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1060,78,4430006,29,2025-05-21,2025-05-21 22:17:00,3,22,5,5,2025,202505,false,17,0,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1061,78,4430006,29,2025-03-11,2025-03-11 02:40:00,2,2,0,3,2025,202503,false,19,1,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1062,78,4430006,29,2024-08-15,2024-08-15 02:29:00,4,2,0,8,2024,202408,true,14,0,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1063,45,4430006,29,2025-03-03,2025-03-03 08:33:00,1,8,2,3,2025,202503,true,59,3,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1064,12,4430006,29,2024-06-14,2024-06-14 08:12:00,5,8,2,6,2024,202406,false,33,2,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1065,91,4430011,31,2024-07-29,2024-07-29 09:43:00,1,9,2,7,2024,202407,true,25,1,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1066,12,4430006,29,2024-09-13,2024-09-13 01:46:00,5,1,0,9,2024,202409,false,46,3,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1067,45,4430007,29,2025-06-10,2025-06-10 15:06:00,2,15,3,6,2025,202506,false,56,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1068,91,4430011,31,2025-05-21,2025-05-21 17:19:00,3,17,4,5,2025,202505,true,58,3,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1069,45,4430007,29,2024-12-16,2024-12-16 06:22:00,1,6,1,12,2024,202412,false,17,0,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1070,78,4430007,29,2024-03-13,2024-03-13 20:10:00,3,20,5,3,2024,202403,true,17,0,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1071,78,4430011,31,2025-06-02,2025-06-02 21:15:00,1,21,5,6,2025,202506,true,58,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1072,78,4430007,29,2024-07-08,2024-07-08 05:00:00,1,5,1,7,2024,202407,true,30,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1073,12,4430007,29,2024-11-27,2024-11-27 07:13:00,3,7,1,11,2024,202411,true,36,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1074,91,4430007,29,2025-01-25,2025-01-25 02:32:00,6,2,0,1,2025,202501,true,55,3,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1075,78,4430006,29,2024-01-06,2024-01-06 02:09:00,6,2,0,1,2024,202401,false,39,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1076,78,4430011,31,2024-01-24,2024-01-24 09:14:00,3,9,2,1,2024,202401,true,19,1,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1077,91,4430007,29,2024-06-07,2024-06-07 21:46:00,5,21,5,6,2024,202406,true,45,3,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1078,91,4430011,31,2024-05-28,2024-05-28 01:44:00,2,1,0,5,2024,202405,true,65,4,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1079,12,4430011,31,2025-05-31,2025-05-31 18:37:00,6,18,4,5,2025,202505,false,65,4,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1080,12,4430006,29,2024-08-23,2024-08-23 02:08:00,5,2,0,8,2024,202408,true,54,3,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1081,12,4430011,31,2025-01-20,2025-01-20 14:01:00,1,14,3,1,2025,202501,true,54,3,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1082,12,4430007,29,2025-05-16,2025-05-16 08:51:00,5,8,2,5,2025,202505,false,18,1,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1083,12,4430011,31,2024-04-04,2024-04-04 21:47:00,4,21,5,4,2024,202404,true,44,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1084,45,4430006,29,2024-09-28,2024-09-28 07:47:00,6,7,1,9,2024,202409,false,55,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1085,91,4430011,31,2025-01-26,2025-01-26 02:18:00,7,2,0,1,2025,202501,true,63,4,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1086,45,4430007,29,2024-07-22,2024-07-22 02:16:00,1,2,0,7,2024,202407,false,55,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1087,91,4430006,29,2024-05-16,2024-05-16 00:31:00,4,0,0,5,2024,202405,false,31,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1088,91,4430007,29,2024-08-10,2024-08-10 21:45:00,6,21,5,8,2024,202408,true,47,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1089,45,4430007,29,2025-04-22,2025-04-22 03:05:00,2,3,0,4,2025,202504,true,44,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1090,91,4430007,29,2024-03-19,2024-03-19 16:24:00,2,16,4,3,2024,202403,false,27,1,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1091,12,4430006,29,2024-03-17,2024-03-17 18:47:00,7,18,4,3,2024,202403,true,47,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1092,78,4430006,29,2024-05-15,2024-05-15 19:45:00,3,19,4,5,2024,202405,true,37,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1093,45,4430006,29,2025-02-07,2025-02-07 00:31:00,5,0,0,2,2025,202502,false,57,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1094,78,4430007,29,2024-05-24,2024-05-24 13:20:00,5,13,3,5,2024,202405,false,21,1,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1095,91,4430006,29,2024-11-28,2024-11-28 10:59:00,4,10,2,11,2024,202411,false,26,1,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1096,78,4430006,29,2024-10-23,2024-10-23 08:25:00,3,8,2,10,2024,202410,false,38,2,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1097,91,4430007,29,2024-03-19,2024-03-19 11:54:00,2,11,2,3,2024,202403,true,17,0,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1098,45,4430006,29,2024-10-19,2024-10-19 20:17:00,6,20,5,10,2024,202410,false,41,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1099,12,4430011,31,2025-01-17,2025-01-17 13:25:00,5,13,3,1,2025,202501,false,72,4,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1100,12,4430006,29,2024-07-27,2024-07-27 23:59:00,6,23,5,7,2024,202407,true,60,4,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1101,78,4430007,29,2024-05-21,2024-05-21 20:03:00,2,20,5,5,2024,202405,false,72,4,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1102,91,4430007,29,2024-06-23,2024-06-23 15:18:00,7,15,3,6,2024,202406,true,33,2,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1103,45,4430007,29,2024-09-23,2024-09-23 12:30:00,1,12,3,9,2024,202409,true,49,3,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1104,45,4430006,29,2024-06-20,2024-06-20 20:13:00,4,20,5,6,2024,202406,false,46,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1105,78,4430007,29,2024-08-13,2024-08-13 14:27:00,2,14,3,8,2024,202408,true,22,1,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1106,78,4430011,31,2024-04-02,2024-04-02 05:05:00,2,5,1,4,2024,202404,true,34,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1107,91,4430007,29,2024-07-25,2024-07-25 00:26:00,4,0,0,7,2024,202407,true,61,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1108,12,4430007,29,2024-10-03,2024-10-03 10:17:00,4,10,2,10,2024,202410,false,50,3,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1109,45,4430006,29,2025-05-30,2025-05-30 16:17:00,5,16,4,5,2025,202505,true,71,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1110,78,4430006,29,2025-04-01,2025-04-01 13:08:00,2,13,3,4,2025,202504,false,16,0,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1111,12,4430007,29,2025-05-16,2025-05-16 00:59:00,5,0,0,5,2025,202505,true,66,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1112,12,4430006,29,2025-04-04,2025-04-04 07:09:00,5,7,1,4,2025,202504,false,23,1,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1113,91,4430006,29,2024-04-21,2024-04-21 23:35:00,7,23,5,4,2024,202404,true,63,4,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1114,12,4430011,31,2024-08-26,2024-08-26 18:45:00,1,18,4,8,2024,202408,false,33,2,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1115,91,4430011,31,2024-09-14,2024-09-14 16:48:00,6,16,4,9,2024,202409,true,21,1,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1116,45,4430007,29,2025-06-21,2025-06-21 18:16:00,6,18,4,6,2025,202506,false,28,1,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1117,78,4430007,29,2024-01-11,2024-01-11 17:17:00,4,17,4,1,2024,202401,true,34,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1118,45,4430011,31,2025-05-01,2025-05-01 16:15:00,4,16,4,5,2025,202505,false,15,0,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1119,12,4430006,29,2024-11-10,2024-11-10 01:31:00,7,1,0,11,2024,202411,false,70,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1120,45,4430011,31,2024-03-24,2024-03-24 08:27:00,7,8,2,3,2024,202403,true,37,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1121,91,4430007,29,2024-12-12,2024-12-12 22:43:00,4,22,5,12,2024,202412,true,39,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1122,45,4430007,29,2025-05-31,2025-05-31 02:12:00,6,2,0,5,2025,202505,false,33,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1123,45,4430007,29,2024-08-24,2024-08-24 14:48:00,6,14,3,8,2024,202408,true,70,4,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1124,45,4430006,29,2025-05-22,2025-05-22 19:31:00,4,19,4,5,2025,202505,false,40,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1125,12,4430006,29,2024-05-29,2024-05-29 12:01:00,3,12,3,5,2024,202405,true,52,3,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1126,91,4430007,29,2024-03-02,2024-03-02 05:57:00,6,5,1,3,2024,202403,false,59,3,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1127,45,4430007,29,2024-04-25,2024-04-25 02:12:00,4,2,0,4,2024,202404,true,25,1,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1128,78,4430011,31,2025-04-23,2025-04-23 01:46:00,3,1,0,4,2025,202504,false,38,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1129,12,4430006,29,2025-03-29,2025-03-29 05:05:00,6,5,1,3,2025,202503,true,31,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1130,45,4430007,29,2024-05-06,2024-05-06 17:22:00,1,17,4,5,2024,202405,false,63,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1131,91,4430006,29,2024-03-30,2024-03-30 01:23:00,6,1,0,3,2024,202403,false,48,3,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1132,91,4430006,29,2024-11-27,2024-11-27 11:40:00,3,11,2,11,2024,202411,true,40,2,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1133,91,4430006,29,2025-02-18,2025-02-18 01:29:00,2,1,0,2,2025,202502,false,18,1,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1134,12,4430011,31,2024-09-20,2024-09-20 06:21:00,5,6,1,9,2024,202409,true,37,2,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1135,78,4430007,29,2024-02-14,2024-02-14 08:19:00,3,8,2,2,2024,202402,false,14,0,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1136,45,4430006,29,2024-03-07,2024-03-07 00:30:00,4,0,0,3,2024,202403,false,59,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1137,91,4430006,29,2024-09-14,2024-09-14 13:59:00,6,13,3,9,2024,202409,true,45,3,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1138,45,4430011,31,2024-11-06,2024-11-06 22:15:00,3,22,5,11,2024,202411,false,34,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1139,12,4430011,31,2025-01-05,2025-01-05 19:12:00,7,19,4,1,2025,202501,false,39,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1140,12,4430007,29,2025-02-21,2025-02-21 02:35:00,5,2,0,2,2025,202502,true,48,3,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1141,78,4430011,31,2024-04-17,2024-04-17 02:05:00,3,2,0,4,2024,202404,true,27,1,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1142,45,4430006,29,2025-04-02,2025-04-02 05:26:00,3,5,1,4,2025,202504,false,43,2,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1143,12,4430007,29,2024-08-28,2024-08-28 23:18:00,3,23,5,8,2024,202408,true,31,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1144,78,4430006,29,2024-09-17,2024-09-17 23:28:00,2,23,5,9,2024,202409,true,29,1,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1145,45,4430007,29,2024-06-06,2024-06-06 09:04:00,4,9,2,6,2024,202406,true,39,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1146,45,4430011,31,2025-06-03,2025-06-03 16:51:00,2,16,4,6,2025,202506,true,20,1,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1147,91,4430006,29,2024-04-14,2024-04-14 00:53:00,7,0,0,4,2024,202404,false,42,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1148,12,4430006,29,2024-10-27,2024-10-27 07:12:00,7,7,1,10,2024,202410,false,52,3,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1149,78,4430011,31,2024-07-17,2024-07-17 02:55:00,3,2,0,7,2024,202407,true,25,1,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1150,78,4430006,29,2024-01-07,2024-01-07 03:02:00,7,3,0,1,2024,202401,true,37,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1151,12,4430011,31,2024-07-27,2024-07-27 08:46:00,6,8,2,7,2024,202407,false,55,3,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1152,78,4430006,29,2024-12-01,2024-12-01 13:39:00,7,13,3,12,2024,202412,true,33,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1153,91,4430006,29,2025-05-22,2025-05-22 17:26:00,4,17,4,5,2025,202505,false,20,1,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1154,12,4430011,31,2024-06-07,2024-06-07 20:10:00,5,20,5,6,2024,202406,false,39,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1155,78,4430007,29,2024-10-17,2024-10-17 21:03:00,4,21,5,10,2024,202410,false,33,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1156,12,4430007,29,2025-02-28,2025-02-28 13:41:00,5,13,3,2,2025,202502,true,26,1,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1157,91,4430006,29,2024-07-27,2024-07-27 00:27:00,6,0,0,7,2024,202407,false,21,1,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1158,45,4430006,29,2025-01-08,2025-01-08 14:00:00,3,14,3,1,2025,202501,false,17,0,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1159,78,4430011,31,2025-02-10,2025-02-10 02:32:00,1,2,0,2,2025,202502,true,24,1,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1160,45,4430006,29,2024-06-14,2024-06-14 16:06:00,5,16,4,6,2024,202406,false,38,2,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1161,12,4430007,29,2024-11-04,2024-11-04 04:20:00,1,4,1,11,2024,202411,true,17,0,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1162,45,4430011,31,2025-02-01,2025-02-01 02:50:00,6,2,0,2,2025,202502,true,68,4,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1163,45,4430011,31,2024-07-19,2024-07-19 15:13:00,5,15,3,7,2024,202407,true,16,0,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1164,78,4430006,29,2024-06-09,2024-06-09 12:09:00,7,12,3,6,2024,202406,false,29,1,M,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1165,12,4430011,31,2024-02-12,2024-02-12 17:53:00,1,17,4,2,2024,202402,true,34,2,O,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
1166,78,4430011,31,2025-04-11,2025-04-11 17:26:00,5,17,4,4,2025,202504,true,33,2,F,Complainant reports incident near main road; property snatched and accused fled on two-wheeler.
